date,definition
"{'date': '2013-06-28', 'definition': '(41) "" consolidating supervisor "" means a competent authority responsible for the exercise of supervision on a consolidated basis of EU parent institutions and of institutions controlled by EU parent financial holding companies or EU parent mixed financial holding companies;'}","{'date': '2019-06-27', 'definition': '(41) "" consolidating supervisor "" means a competent authority responsible for the exercise of supervision on a consolidated basis in accordance with Article 111 of Directive 2013/36/EU'}"
"{'date': '2013-06-28', 'definition': '(51) "" initial capital "" means the amount and types of own funds specified in Article 12 of Directive 2013/36/EU for credit institutions and in Title IV of that Directive for investment firms;'}","{'date': '2021-06-29', 'definition': '(51) "" initial capital "" means the amounts and types of own funds specified in Article 12 of Directive 2013/36/EU'}"
"{'date': '2013-06-28', 'definition': '(60) "" cash assimilated instrument "" means a certificate of deposit, a bond, including a covered bond, or any other non-subordinated instrument, which has been issued by an institution, for which the institution has already received full payment and which shall be unconditionally reimbursed by the institution at its nominal value;'}","{'date': '2021-06-29', 'definition': '(60) "" cash assimilated instrument "" means a certificate of deposit, a bond, including a covered bond, or any other non‐subordinated instrument, which has been issued by an institution or an investment firm, for which the institution or investment firm has already received full payment and which is to be unconditionally reimbursed by the institution or investment firm at its nominal value;'}"
"{'date': '2013-06-28', 'definition': '"" securitisation "" means a transaction or scheme, whereby the credit risk associated with an exposure or pool of exposures is tranched, having both of the following characteristics: (a) payments in the transaction or scheme are dependent upon the performance of the exposure or pool of exposures; (b) the subordination of tranches determines the distribution of losses during the ongoing life of the transaction or scheme;'}","{'date': '2019-01-01', 'definition': '(61) "" securitisation "" means a securitisation as defined in point (1) of Article 2 of Regulation (EU) 2017/2402'}"
"{'date': '2013-06-28', 'definition': '(62) "" securitisation position "" means an exposure to a securitisation;'}","{'date': '2019-01-01', 'definition': '(62) "" securitisation position "" means a securitisation position as defined in point (19) of Article 2 of Regulation (EU) 2017/2402'}"
"{'date': '2013-06-28', 'definition': '(66) "" securitisation special purpose entity "" or ""SSPE"" means a corporation trust or other entity, other than an institution, organised for carrying out a securitisation or securitisations, the activities of which are limited to those appropriate to accomplishing that objective, the structure of which is intended to isolate the obligations of the SSPE from those of the originator institution, and in which the holders of the beneficial interests have the right to pledge or exchange those interests without restriction;'}","{'date': '2019-01-01', 'definition': '(66) "" securitisation special purpose entity "" or ""SSPE"" means a securitisation special purpose entity or SSPE as defined in point (2) of Article 2 of Regulation (EU) 2017/2402'}"
"{'date': '2013-06-28', 'definition': '(67) "" tranche "" means a contractually established segment of the credit risk associated with an exposure or a number of exposures, where a position in the segment entails a risk of credit loss greater than or less than a position of the same amount in each other such segment, without taking account of credit protection provided by third parties directly to the holders of positions in the segment or in other segments;'}","{'date': '2019-01-01', 'definition': '(67) "" tranche "" means a tranche as defined in point (6) of Article 2 of Regulation (EU) 2017/2402'}"
"{'date': '2013-06-28', 'definition': '"" eligible capital "" means the following: (a) for the purposes of Title III of Part Two it means the sum of the following: (i) Tier 1 capital as referred to in Article 25, without applying the deduction in Article 36(1)(k)(i); (ii) Tier 2 capital as referred to in Article 71 that is equal to or less than one third of Tier 1 capital as calculated pursuant to point (i) of this point; (b) for the purposes of Article 97 and Part Four it means the sum of the following: (i) Tier 1 capital as referred to in Article 25; (ii) Tier 2 capital as referred to in Article 71 that is equal to or less than one third of Tier 1 capital;'}","{'date': '2019-06-27', 'definition': '"" eligible capital "" means the following: (a) for the purposes of Title III of Part Two it means the sum of the following: (i) Tier 1 capital as referred to in Article 25, without applying the deduction in Article 36(1)(k)(i); (ii) Tier 2 capital as referred to in Article 71 that is equal to or less than one third of Tier 1 capital as calculated pursuant to point (i) of this point; (b) for the purposes of Article 97 it means the sum of the following: (i) Tier 1 capital as referred to in Article 25; (ii) Tier 2 capital as referred to in Article 71 that is equal to or less than one third of Tier 1 capital;'}"
"{'date': '2013-06-28', 'definition': '"" recognised exchange "" means an exchange which meets all of the following conditions: (a) it is a regulated market; (b) it has a clearing mechanism whereby contracts listed in Annex II are subject to daily margin requirements which, in the opinion of the competent authorities, provide appropriate protection;'}","{'date': '2019-06-27', 'definition': '"" recognised exchange "" means an exchange which meets all of the following conditions: (a) it is a regulated market or a third-country market that is considered to be equivalent to a regulated market in accordance with the procedure set out in point (a) of Article 25(4) of Directive 2014/65/EU of the European Parliament and of the Council Directive 2014/65/EU of the European Parliament and of the Council of 15 May 2014 on markets in financial instruments and amending Directive 2002/92/EC and Directive 2011/61/EU ( OJ L 173, 12.6.2014, p. 349 ). (b) it has a clearing mechanism whereby contracts listed in Annex II are subject to daily margin requirements which, in the opinion of the competent authorities, provide appropriate protection;'}","{'date': '2021-06-29', 'definition': '"" recognised exchange "" means an exchange which meets all of the following conditions: (a) it is a regulated market or a third‐country market that is considered to be equivalent to a regulated market in accordance with the procedure set out in point (a) of Article 25(4) of Directive 2014/65/EU (b) it has a clearing mechanism whereby contracts listed in Annex II are subject to daily margin requirements which, in the opinion of the competent authorities, provide appropriate protection;'}"
"{'date': '2013-06-28', 'definition': '(86) "" trading book "" means all positions in financial instruments and commodities held by an institution either with trading intent, or in order to hedge positions held with trading intent;'}","{'date': '2019-06-27', 'definition': '(86) "" trading book "" means all positions in financial instruments and commodities held by an institution either with trading intent or to hedge positions held with trading intent in accordance with Article 104;'}"
"{'date': '2013-06-28', 'definition': '(91) "" trade exposure "" means a current exposure, including a variation margin due to the clearing member or to the client, but not yet received, and any potential future exposure of a clearing member or a client, to a CCP arising from contracts and transactions listed in points (a) to (e) of Article 301(1), as well as initial margin;'}","{'date': '2019-06-27', 'definition': '(91) "" trade exposure "" means a current exposure, including a variation margin due to the clearing member but not yet received, and any potential future exposure of a clearing member or a client, to a CCP arising from contracts and transactions listed in points (a), (b) and (c) of Article 301(1), as well as initial margin;'}"
"{'date': '2013-06-28', 'definition': '(96) "" internal hedge "" means a position that materially offsets the component risk elements between a trading book and a non-trading book position or sets of positions;'}","{'date': '2019-06-27', 'definition': '(96) "" internal hedge "" means a position that materially offsets the component risk elements between a trading book position and one or more non-trading book positions or between two trading desks;'}"
"{'date': '2013-06-28', 'definition': '(128) "" distributable items "" means the amount of the profits at the end of the latest financial year plus any profits brought forward and reserves available for that purpose before distributions to holders of own funds instruments less any losses brought forward, profits which are non-distributable pursuant to provisions in legislation or the institution\'s bye-laws and sums placed to non-distributable reserves in accordance with applicable national law or the statutes of the institution, those losses and reserves being determined on the basis of the individual accounts of the institution and not on the basis of the consolidated accounts.'}","{'date': '2019-01-01', 'definition': '(128) "" distributable items "" means the amount of the profits at the end of the latest financial year plus any profits brought forward and reserves available for that purpose before distributions to holders of own funds instruments less any losses brought forward, profits which are non-distributable pursuant to provisions in legislation or the institution\'s bye-laws and sums placed to non-distributable reserves in accordance with applicable national law or the statutes of the institution, those losses and reserves being determined on the basis of the individual accounts of the institution and not on the basis of the consolidated accounts;'}","{'date': '2019-06-27', 'definition': '(128) "" distributable items "" means the amount of the profits at the end of the last financial year plus any profits brought forward and reserves available for that purpose, before distributions to holders of own funds instruments, less any losses brought forward, any profits which are non-distributable pursuant to Union or national law or the institution\'s by-laws and any sums placed in non-distributable reserves in accordance with national law or the statutes of the institution, in each case with respect to the specific category of own funds instruments to which Union or national law, institutions\' by-laws, or statutes relate; such profits, losses and reserves being determined on the basis of the individual accounts of the institution and not on the basis of the consolidated accounts;'}"
"{'date': '2013-06-28', 'definition': '(7) "" facility grade "" means a risk category within a rating system\'s facility scale, to which exposures are assigned on the basis of a specified and distinct set of rating criteria, from which own estimates of LGD are derived;'}","{'date': '2019-01-01', 'definition': '(7) "" facility grade "" means a risk category within a rating system\'s facility scale, to which exposures are assigned on the basis of a specified and distinct set of rating criteria, from which own estimates of LGD are derived.'}"
"{'date': '2013-06-28', 'definition': '(8) "" servicer "" means an entity that manages a pool of purchased receivables or the underlying credit exposures on a day-to-day basis.'}","{'date': '2019-01-01', 'definition': '(129) "" servicer "" means a servicer as defined in point (13) of Article 2 of Regulation (EU) 2017/2402'}"
"{'date': '2013-06-28', 'definition': '(2) "" clean-up call option "" when the amount of outstanding exposures falls below a specified level;'}","{'date': '2019-01-01', 'definition': '(1) "" clean-up call option "" either by repurchasing the underlying exposures remaining in the pool in the case of traditional securitisations or by terminating the credit protection in the case of synthetic securitisations, in both cases when the amount of outstanding underlying exposures falls to or below certain pre-specified level;'}"
"{'date': '2013-06-28', 'definition': '(3) "" liquidity facility "" means the securitisation position arising from a contractual agreement to provide funding to ensure timeliness of cash flows to investors;'}","{'date': '2019-01-01', 'definition': '(3) "" liquidity facility "" means a liquidity facility as defined in point (14) of Article 2 of Regulation (EU) 2017/2402'}"
"{'date': '2013-06-28', 'definition': '(7) "" unrated position "" means a securitisation position which does not have an eligible credit assessment by an ECAI as referred to in Section 4;'}","{'date': '2019-01-01', 'definition': '(4) "" unrated position "" means a securitisation position which does not have an eligible credit assessment in accordance with Section 4;'}"
"{'date': '2013-06-28', 'definition': '(8) "" rated position "" means a securitisation position which has an eligible credit assessment by an ECAI as referred to in Section 4;'}","{'date': '2019-01-01', 'definition': '(5) "" rated position "" means a securitisation position which has an eligible credit assessment in accordance with Section 4;'}"
"{'date': '2013-06-28', 'definition': '(10) "" traditional securitisation "" means a securitisation involving the economic transfer of the exposures being securitised. This shall be accomplished by the transfer of ownership of the securitised exposures from the originator institution to an SSPE or through sub-participation by an SSPE. The securities issued do not represent payment obligations of the originator institution;'}","{'date': '2019-01-01', 'definition': '(13) "" traditional securitisation "" means a traditional securitisation as defined in point (9) of Article 2 of Regulation (EU) 2017/2402'}"
"{'date': '2013-06-28', 'definition': '(11) "" synthetic securitisation "" means a securitisation where the transfer of risk is achieved by the use of credit derivatives or guarantees, and the exposures being securitised remain exposures of the originator institution;'}","{'date': '2019-01-01', 'definition': '(14) "" synthetic securitisation "" means a synthetic securitisation as defined in point (10) of Article 2 of Regulation (EU) 2017/2402'}"
"{'date': '2013-06-28', 'definition': '(12) "" revolving exposure "" means an exposure whereby customers\' outstanding balances are permitted to fluctuate based on their decisions to borrow and repay, up to an agreed limit;'}","{'date': '2019-01-01', 'definition': '(15) "" revolving exposure "" means a revolving exposure as defined in point (15) of Article 2 of Regulation (EU) 2017/2402'}"
"{'date': '2013-06-28', 'definition': '(14) "" early amortisation provision "" means a contractual clause in a securitisation of revolving exposures or a revolving securitisation which requires, on the occurrence of defined events, investors\' positions to be redeemed before the originally stated maturity of the securities issued;'}","{'date': '2019-01-01', 'definition': '(16) "" early amortisation provision "" means an early amortisation provision as defined in point (17) of Article 2 of Regulation (EU) 2017/2402'}"
"{'date': '2013-06-28', 'definition': '(6) "" hedging set "" means a group of risk positions arising from the transactions within a single netting set, where only the balance of those risk positions is used for determining the exposure value under the Standardised Method set out in Section 5;'}","{'date': '2021-06-29', 'definition': '(6) "" hedging set "" means a group of transactions within a single netting set for which full or partial offsetting is allowed for determining the potential future exposure under the methods set out in Section 3 or 4 of this Chapter;'}"
"{'date': '2013-06-28', 'definition': '"" financial customer "" means a customer that performs one or more of the activities listed in Annex I to Directive 2013/36/EU as its main business, or is one of the following: (a) a credit institution; (b) an investment firm; (c) an SSPE; (d) a CIU; (e) a non-open ended investment scheme; (f) an insurance undertaking; (g) a financial holding company or mixed-financial holding company.'}","{'date': '2021-06-29', 'definition': '"" financial customer "" means a customer, including a financial customer belonging to a non-financial corporate group, which performs one or more of the activities listed in Annex I to Directive 2013/36/EU as its main business, or which is one of the following: (a) a credit institution; (b) an investment firm; (c) a securitisation special purpose entity (SSPE); (d) a collective investment undertaking (CIU); (e) a non-open ended investment scheme; (f) an insurance undertaking; (g) a reinsurance undertaking; (h) a financial holding company or mixed-financial holding company; (i) a financial institution; (j) a pension scheme arrangement as defined in point (10) of Article 2 of Regulation (EU) No 648/2012'}"
"{'date': '2013-06-28', 'definition': '(2) "" retail deposit "" means a liability to a natural person or to an SME, where the natural person or the SME would qualify for the retail exposure class under the Standardised or IRB approaches for credit risk, or a liability to a company which is eligible for the treatment set out in Article 153(4) and where the aggregate deposits by all such enterprises on a group basis do not exceed EUR 1 million.'}","{'date': '2021-06-29', 'definition': '(2) "" retail deposit "" means a liability to a natural person or to a SME, where the SME would qualify for the retail exposure class under the standardised or IRB approaches for credit risk, or a liability to a company which is eligible for the treatment set out in Article 153(4), and where the aggregate deposits by that SME or company on a group basis do not exceed EUR 1 million;'}"
"{'date': '2015-06-30', 'definition': '27. "" air traffic advisory service "" means a service provided within advisory airspace to ensure separation, in so far as practical, between aircraft which are operating on IFR flight plans;'}","{'date': '2017-10-12', 'definition': '27. "" air traffic advisory service "" means a service provided within advisory airspace to ensure separation, in so far as practical, between aircraft which are operating on instrument flight rules (IFR) flight plans;'}"
"{'date': '2015-06-30', 'definition': '"" alternate aerodrome "" means an aerodrome to which an aircraft may proceed when it becomes either impossible or inadvisable to proceed to or to land at the aerodrome of intended landing. Alternate aerodromes include the following: (a) ""take-off alternate"" means an alternate aerodrome at which an aircraft can land should this become necessary shortly after take-off and it is not possible to use the aerodrome of departure; (b) ""en-route alternate"" means an aerodrome at which an aircraft would be able to land after experiencing an abnormal or emergency condition while en route; (c) ""ETOPS en-route alternate"" means a suitable and appropriate alternate aerodrome at which an aeroplane would be able to land after experiencing an engine shutdown or other abnormal or emergency condition while en route in an ETOPS operation; (d) "" destination alternate "" means an alternate aerodrome to which an aircraft may proceed should it become either impossible or inadvisable to land at the aerodrome of intended landing;'}","{'date': '2016-08-18', 'definition': '"" alternate aerodrome "" means an aerodrome to which an aircraft may proceed when it becomes either impossible or inadvisable to proceed to or to land at the aerodrome of intended landing, where the necessary services and facilities are available, where aircraft performance requirements can be met and which is operational at the expected time of use. Alternate aerodromes include the following: (a) take-off alternate an alternate aerodrome at which an aircraft would be able to land should this become necessary shortly after take-off and it is not possible to use the aerodrome of departure; (b) en-route alternate an alternate aerodrome at which an aircraft would be able to land in the event that a diversion becomes necessary while en route; (c) destination alternate an alternate aerodrome at which an aircraft would be able to land should it become either impossible or inadvisable to land at the aerodrome of intended landing;'}"
"{'date': '2015-06-30', 'definition': '57. "" controlled aerodrome "" means an aerodrome at which air traffic control service is provided to aerodrome traffic regardless whether or not a control zone exists;'}","{'date': '2022-01-27', 'definition': '57. "" controlled aerodrome "" means an aerodrome at which air traffic control service is provided to aerodrome traffic;'}"
"{'date': '2015-06-30', 'definition': '"" means a series of predetermined manoeuvres by reference to flight instruments with specified protection from obstacles from the initial approach fix "" or where applicable, from the beginning of a defined arrival route to a point from which a landing can be completed and thereafter, if a landing is not completed, to a position at which holding or en-route obstacle clearance criteria apply. Instrument approach procedures are classified as follows: (a) Non-precision approach (NPA ) procedure means an instrument approach procedure which utilises lateral guidance but does not utilise vertical guidance. (b) Approach procedure with vertical guidance (APV) means an instrument procedure which utilises lateral and vertical guidance but does not meet the requirements established for precision approach and landing operations. (c) Precision approach (PA) procedure means an instrument approach procedure using precision lateral and vertical guidance with minima as determined by the category of operation;'}","{'date': '2016-08-18', 'definition': '"" means a series of predetermined manoeuvres by reference to flight instruments with specified protection from obstacles from the initial approach fix "" or where applicable, from the beginning of a defined arrival route to a point from which a landing can be completed and thereafter, if a landing is not completed, to a position at which holding or en-route obstacle clearance criteria apply. Instrument approach procedures are classified as follows: (a) non-precision approach (NPA) procedure. An instrument approach procedure designed for 2D instrument approach operations Type A; (b) approach procedure with vertical guidance (APV). A performance-based navigation (PBN) instrument approach procedure designed for 3D instrument approach operations Type A; (c) precision approach (PA) procedure. An instrument approach procedure based on navigation systems (ILS, MLS, GLS and SBAS Cat I) designed for 3D instrument approach operations Type A or B;'}"
"{'date': '2015-06-30', 'definition': '114. "" runway-holding position "" an obstacle limitation surface, or an ILS/MLS critical/sensitive area at which taxiing aircraft and vehicles shall stop and hold, unless otherwise authorised by the aerodrome control tower;'}","{'date': '2017-10-12', 'definition': '114. "" runway-holding position "" an obstacle limitation surface, or an instrument landing system (ILS)/microwave landing system (MLS) critical/sensitive area at which taxiing aircraft and vehicles are to stop and hold, unless otherwise authorised by the aerodrome control tower;'}"
"{'date': '2015-06-30', 'definition': '143. "" VMC "" means the symbol used to designate visual meteorological conditions.'}","{'date': '2022-01-27', 'definition': '143. "" VMC "" means the symbol used to designate visual meteorological conditions;'}"
"{'date': '2016-08-05', 'definition': '(3) "" flight "" means a departure from a specified aerodrome towards a specified destination aerodrome;'}","{'date': '2023-04-11', 'definition': '(1) "" flight "" means a departure from a specified aerodrome towards a specified destination aerodrome;'}"
"{'date': '2016-08-05', 'definition': '(4) "" third country operator "" means any operator holding an air operator certificate issued by a third country.'}","{'date': '2023-04-11', 'definition': '(2) "" third country operator "" means any operator in respect of which the functions and duties of the State of the operator are not carried out by a Member State or the Agency.'}"
"{'date': '2014-03-27', 'definition': '(2) "" description "" means the list of the specific characteristics of an aromatised wine product;'}","{'date': '2021-12-07', 'definition': '(2) "" description "" means the list of the specific characteristics of an aromatised wine product.'}"
"{'date': '2015-07-27', 'definition': '(i) "" organisation "" means a natural person, a legal person or part of a legal person. Such an organisation may be established at more than one location whether or not within the territory of the Member States;'}","{'date': '2018-06-12', 'definition': '(i) "" organisation "" means a natural person, a legal personhin the territory of the Member States;'}"
"{'date': '2015-07-27', 'definition': '(m) "" principal place of business "" means the head office or the registered office of the undertaking within which the principal financial functions and operational control of the activities referred to in this Regulation are exercised.'}","{'date': '2016-08-25', 'definition': '(m) "" principal place of business "" means the head office or the registered office of the undertaking within which the principal financial functions and operational control of the activities referred to in this Regulation are exercised;'}"
"{'date': '2013-01-07', 'definition': '(2) "" dependent "" means, with regard to EEE, needing electric currents or electromagnetic fields to fulfil at least one intended function;'}","{'date': '2023-09-01', 'definition': '(2) "" "" dependent"" means, with regard to EEE, needing electric currents or electromagnetic fields to fulfil at least one intended function;'}"
"{'date': '2013-01-07', 'definition': '(28) "" non-road mobile machinery made available exclusively for professional use "" with an on-board power source, the operation of which requires either mobility or continuous or semi-continuous movement between a succession of fixed working locations while working, and is made available exclusively for professional use.'}","{'date': '2017-12-11', 'definition': '(28) "" non-road mobile machinery made available exclusively for professional use "" with an on-board power source or with a traction drive powered by an external power source, the operation of which requires either mobility or continuous or semi-continuous movement between a succession of fixed working locations while working, and which is made available exclusively for professional use.'}"
"{'date': '2015-07-01', 'definition': '"" investment platforms "" means special purpose vehicles, managed accounts, contract-based co-financing or risk-sharing arrangements or arrangements established by any other means by which entities channel a financial contribution in order to finance a number of investment projects, and which may include: (a) national or sub-national platforms that group together several investment projects on the territory of a given Member State; (b) multi-country or regional platforms that group together partners from several Member States or third countries interested in projects in a given geographic area; (c) thematic platforms that group together investment projects in a given sector;'}","{'date': '2017-12-30', 'definition': '"" investment platforms "" means special purpose vehicles, managed accounts, contract-based co-financing or risk-sharing arrangements or arrangements established by any other means by which entities channel a financial contribution in order to finance a number of investment projects, and which may include: (a) national or sub-national platforms that group together several investment projects on the territory of a given Member State; (b) cross-border, multi-country, regional or macro-regional platforms that group together partners from several Member States, regions or third countries interested in projects in a given geographic area; (c) thematic platforms that group together investment projects in a given sector;'}"
"{'date': '2021-01-01', 'definition': '(a) "" frozen meat "" means meat with an internal temperature of – 12 °C or lower when it is released for free circulation in the Union;'}","{'date': '2022-01-25', 'definition': '(a) "" frozen meat "" means meat with an internal temperature of – 12 °C or lower when it enters the customs territory of the Union;'}"
"{'date': '2020-11-05', 'definition': '(3) "" Network Manager "" means the body established in accordance with Article 6 of Regulation (EC) No 551/2004 to perform the duties provided for in that Article and in Articles 3 and 4 of Regulation (EU) No 677/2011'}","{'date': '2023-10-05', 'definition': '(3) "" Network Manager "" means the body entrusted with the tasks necessary for the execution of the functions referred to in Article 6 of Regulation (EC) No 551/2004'}"
"{'date': '2020-11-05', 'definition': '"" means an organisation "" which is: (a) type 1 DAT provider that processes aeronautical data for use on aircraft and provides an aeronautical database meeting the DQRs, under controlled conditions, for which no corresponding airborne application/equipment compatibility has been determined; (b) type 2 DAT provider that processes aeronautical data and provides an aeronautical database for use on certified aircraft application/equipment meeting the DQRs for which compatibility with that application/equipment has been determined.'}","{'date': '2022-01-27', 'definition': '"" means an organisation "" which is: (a) type 1 DAT provider that processes aeronautical data for use on aircraft and provides an aeronautical database meeting the DQRs, under controlled conditions, for which no corresponding airborne application/equipment compatibility has been determined; (b) type 2 DAT provider that processes aeronautical data and provides an aeronautical database for use on certified aircraft application/equipment meeting the DQRs for which compatibility with that application/equipment has been determined;'}"
"{'date': '2014-03-20', 'definition': '(1) "" project of common interest "" means a project identified in Regulation (EU) No 1315/2013 or Regulation (EU) No 347/2013 or in a Regulation on guidelines for trans-European networks in the area of telecommunications infrastructure;'}","{'date': '2017-11-04', 'definition': '(1) "" project of common interest "" means a project identified in Regulation (EU) No 1315/2013 , Regulation (EU) No 347/2013 or Regulation (EU) No 283/2014 of the European Parliament and of the Council Regulation (EU) No 283/2014 of the European Parliament and of the Council of 11 March 2014 on guidelines for trans-European networks in the area of telecommunications infrastructure and repealing Decision No 1336/97/EC ( OJ L 86, 21.3.2014, p. 14 ).'}"
"{'date': '2020-07-27', 'definition': '(a) "" agricultural products "" means products listed in Annex I to Regulation (EC) No 104/2000'}","{'date': '2023-10-25', 'definition': '(a) "" agricultural products "" means products listed in Annex I to Regulation (EU) No 1379/2013 of the European Parliament of the Council Regulation (EU) No 1379/2013 of the European Parliament and of the Council of 11 December 2013 on the common organisation of the markets in fishery and aquaculture products, amending Council Regulations (EC) No 1184/2006 and (EC) No 1224/2009 and repealing Council Regulation (EC) No 104/2000 ( OJ L 354, 28.12.2013, p. 1 ).'}"
"{'date': '2020-07-27', 'definition': '(c) "" marketing of agricultural products "" means holding or display with a view to sale, offering for sale, delivery or any other manner of placing on the market, except the first sale by a primary producer to resellers or processors and any activity preparing a product for such first sale; a sale by a primary producer to final consumers shall be considered as marketing if it takes place in separate premises reserved for that purpose.'}","{'date': '2023-10-25', 'definition': '(c) "" marketing of agricultural products "" means holding or display with a view to sale, offering for sale, delivery or any other manner of placing on the market, except the first sale by a primary producer to resellers or processors and any activity preparing a product for such first sale; a sale by a primary producer to final consumers shall be considered as marketing if it takes place in separate premises reserved for that purpose;'}"
"{'date': '2011-01-01', 'definition': '(c) "" Other declaration "" means any declaration or document, other than those referred to in points (a) and (b), which has to be submitted or kept by a beneficiary or a third party in order to comply with specific requirements of certain rural development measures.'}","{'date': '2012-02-28', 'definition': '(c) "" Other declaration "" means any declaration or document, other than those referred to in points (a) and (b), which has to be submitted or kept by a beneficiary or a third party in order to comply with specific requirements of certain rural development measures;'}"
"{'date': '2018-07-01', 'definition': '(3) "" goods "" means any tangible movable items, with the exception of items sold by way of execution or otherwise by authority of law; water, gas and electricity shall be considered as goods within the meaning of this Directive where they are put up for sale in a limited volume or a set quantity;'}","{'date': '2022-05-28', 'definition': '(3) "" goods "" means goods as defined in point (5) of Article 2 of Directive (EU) 2019/771 of the European Parliament and of the Council Directive (EU) 2019/771 of the European Parliament and of the Council of 20 May 2019 on certain aspects concerning contracts for the sale of goods, amending Regulation (EU) 2017/2394 and Directive 2009/22/EC , and repealing Directive 1999/44/EC ( OJ L 136, 22.5.2019, p. 28 ).'}"
"{'date': '2018-07-01', 'definition': '(5) "" sales contract "" means any contract under which the trader transfers or undertakes to transfer the ownership of goods to the consumer and the consumer pays or undertakes to pay the price thereof, including any contract having as its object both goods and services;'}","{'date': '2022-05-28', 'definition': '(5) "" sales contract "" means any contract under which the trader transfers or undertakes to transfer ownership of goods to the consumer, including any contract having as its object both goods and services;'}"
"{'date': '2018-07-01', 'definition': '(6) "" service contract "" means any contract other than a sales contract under which the trader supplies or undertakes to supply a service to the consumer and the consumer pays or undertakes to pay the price thereof;'}","{'date': '2022-05-28', 'definition': '(6) "" service contract "" means any contract other than a sales contract under which the trader supplies or undertakes to supply a service, including a digital service, to the consumer;'}"
"{'date': '2018-07-01', 'definition': '(11) "" digital content "" means data which are produced and supplied in digital form;'}","{'date': '2022-05-28', 'definition': '(11) "" digital content "" means digital content as defined in point (1) of Article 2 of Directive (EU) 2019/770 of the European Parliament and of the Council Directive (EU) 2019/770 of the European Parliament and of the Council of 20 May 2019 on certain aspects concerning contracts for the supply of digital content and digital services ( OJ L 136, 22.5.2019, p. 1 ).'}"
"{'date': '2018-07-01', 'definition': '(15) "" ancillary contract "" means a contract by which the consumer acquires goods or services related to a distance contract or an off-premises contract and where those goods are supplied or those services are provided by the trader or by a third party on the basis of an arrangement between that third party and the trader.'}","{'date': '2022-05-28', 'definition': '(15) "" ancillary contract "" means a contract by which the consumer acquires goods or services related to a distance contract or an off-premises contract and where those goods are supplied or those services are provided by the trader or by a third party on the basis of an arrangement between that third party and the trader;'}"
"{'date': '2021-01-30', 'definition': '(c) "" specified seeds "" means seeds of Solanum lycopersicum L. and Capsicum spp;'}","{'date': '2021-11-03', 'definition': '(c) "" specified seeds "" means seeds of Solanum lycopersicum L. and its hybrids and of Capsicum spp.;'}"
"{'date': '2021-01-30', 'definition': '(d) "" specified fruits "" means fruits of Solanum lycopersicum L. and Capsicum spp.'}","{'date': '2021-11-03', 'definition': '(d) "" specified fruits "" means fruits of Solanum lycopersicum L. and its hybrids and of Capsicum spp.'}"
"{'date': '2020-12-10', 'definition': '(b) "" fishery and aquaculture products "" means the products defined in Article 5 (a) and (b) of Regulation (EU) No 1379/2013'}","{'date': '2023-10-25', 'definition': '(a) "" fishery and aquaculture products "" means the products defined in Article 5, points (a) and (b), of Regulation (EU) No 1379/2013 of the European Parliament and of the Council Regulation (EU) No 1379/2013 of the European Parliament and of the Council of 11 December 2013 on the common organisation of the markets in fishery and aquaculture products, amending Council Regulations (EC) No 1184/2006 and (EC) No 1224/2009 and repealing Council Regulation (EC) No 104/2000 ( OJ L 354, 28.12.2013, p. 1 ).'}"
